+-------+---------+
|  Word | Guesses |
| smart |    3    |
| splat |    5    |
| crash |    3    |
| tardy |    3    |
| latch |    3    |
| grant |    3    |
| stand |    5    |
| plant |    3    |
| party |    6    |
| scaly |    4    |
| ranch |    4    |
| chant |    4    |
| hasty |    4    |
| scrap |    4    |
| clash |    3    |
| trawl |    3    |
| spray |    5    |
| shard |    5    |
| scald |    5    |
| aptly |    3    |
| blast |    4    |
| angst |    3    |
| randy |    5    |
| raspy |    7    |
| stark |    3    |
| ralph |    4    |
| sadly |    5    |
| clasp |    4    |
| straw |    5    |
| slang |    4    |
| patsy |    5    |
| scalp |    6    |
| sharp |    6    |
| craft |    4    |
| yacht |    4    |
| pasty |    5    |
| scram |    5    |
| stalk |    5    |
| angry |    4    |
| palsy |    5    |
| track |    3    |
| chard |    4    |
| tangy |    4    |
| marsh |    4    |
| hardy |    5    |
| tramp |    4    |
| scarf |    5    |
| sandy |    4    |
| clang |    3    |
| stank |    6    |
| draft |    5    |
| brash |    4    |
| pansy |    5    |
| warty |    7    |
| patch |    4    |
| crawl |    3    |
| harpy |    5    |
| grasp |    4    |
| grand |    4    |
| crank |    5    |
| charm |    5    |
| stack |    4    |
| candy |    3    |
| march |    6    |
| wrath |    6    |
| manly |    4    |
| altar |    4    |
| slack |    4    |
| stamp |    5    |
| shaft |    4    |
| shady |    4    |
| shark |    7    |
| brand |    4    |
| gland |    4    |
| graft |    4    |
| gnash |    4    |
| match |    5    |
| start |    4    |
| cramp |    4    |
| handy |    4    |
| drawl |    4    |
| psalm |    5    |
| flash |    4    |
| clank |    4    |
| batch |    6    |
| bland |    5    |
| lanky |    5    |
| thank |    4    |
| drank |    5    |
| swath |    7    |
| tawny |    5    |
| tacky |    4    |
| chasm |    4    |
| graph |    5    |
| spark |    6    |
| snack |    4    |
| stall |    6    |
| tract |    4    |
| carat |    3    |
| shawl |    5    |
| prank |    6    |
| snaky |    5    |
| drawn |    4    |
| clamp |    4    |
| madly |    3    |
| natal |    4    |
| ratty |    8    |
| badly |    4    |
| watch |    7    |
| amply |    3    |
| fancy |    4    |
| shank |    4    |
| chalk |    5    |
| prawn |    5    |
| scamp |    5    |
| unlit |    2    |
| until |    3    |
| crass |    4    |
| rally |    5    |
| crazy |    5    |
| swarm |    7    |
| shack |    5    |
| plank |    4    |
| brawl |    5    |
| tally |    5    |
| nasal |    5    |
| twang |    5    |
| shaky |    5    |
| spank |    5    |
| incur |    2    |
| class |    5    |
| tasty |    6    |
| apart |    5    |
| harsh |    5    |
| spawn |    5    |
| brawn |    4    |
| balmy |    5    |
| frank |    7    |
| mangy |    4    |
| tunic |    3    |
| lurid |    3    |
| carry |    5    |
| sally |    6    |
| canal |    5    |
| stash |    5    |
| champ |    4    |
| blank |    5    |
| gravy |    5    |
| flask |    5    |
| unity |    3    |
| shall |    5    |
| slash |    5    |
| catty |    4    |
| black |    5    |
| smack |    6    |
| flank |    6    |
| tulip |    3    |
| salad |    6    |
| hatch |    8    |
| harry |    5    |
| catch |    9    |
| grass |    5    |
| alarm |    5    |
| pasta |    5    |
| flack |    6    |
| wrack |    6    |
| guilt |    3    |
| wharf |    5    |
| bylaw |    5    |
| flaky |    4    |
| input |    3    |
| fruit |    2    |
| parry |    5    |
| canny |    4    |
| glass |    6    |
| brass |    5    |
| dwarf |    5    |
| waltz |    6    |
| built |    4    |
| lucid |    3    |
| patty |    4    |
| dally |    6    |
| fatal |    5    |
| small |    6    |
| marry |    6    |
| staff |    7    |
| apply |    4    |
| basal |    8    |
| swamp |    6    |
| using |    2    |
| suing |    3    |
| banal |    5    |
| larva |    4    |
| alpha |    4    |
| dandy |    5    |
| gayly |    4    |
| sappy |    5    |
| adapt |    3    |
| unfit |    3    |
| minus |    3    |
| batty |    5    |
| caddy |    4    |
| gassy |    5    |
| tabby |    5    |
| drama |    5    |
| cabal |    6    |
| crack |    6    |
| wacky |    5    |
| virus |    2    |
| music |    3    |
| fatty |    6    |
| taffy |    6    |
| whack |    5    |
| bawdy |    4    |
| guild |    4    |
| cumin |    3    |
| abyss |    3    |
| smash |    6    |
| clack |    5    |
| ficus |    4    |
| naval |    6    |
| happy |    4    |
| build |    5    |
| quilt |    5    |
| fanny |    4    |
| pagan |    5    |
| award |    3    |
| knack |    4    |
| parka |    6    |
| paddy |    5    |
| spasm |    4    |
| cabby |    5    |
| unify |    3    |
| fluid |    4    |
| gawky |    4    |
| karma |    7    |
| manga |    5    |
| chaff |    5    |
| savvy |    6    |
| awash |    5    |
| swash |    7    |
| salsa |    6    |
| humid |    3    |
| pubic |    4    |
| array |    2    |
| rajah |    5    |
| fungi |    4    |
| tatty |    7    |
| baggy |    5    |
| radar |    6    |
| allay |    4    |
| plaza |    5    |
| druid |    3    |
| assay |    5    |
| sassy |    6    |
| nanny |    5    |
| aback |    4    |
| macaw |    5    |
| sushi |    4    |
| juicy |    5    |
| unzip |    3    |
| papal |    6    |
| pupil |    4    |
| undid |    4    |
| quirk |    4    |
| llama |    6    |
| squib |    4    |
| daddy |    6    |
| amass |    3    |
| mammy |    5    |
| cubic |    5    |
| quick |    6    |
| madam |    4    |
| kayak |    6    |
| gamma |    5    |
| magma |    6    |
| quill |    5    |
| kappa |    5    |
| jazzy |    6    |
| mamma |    5    |
| snort |    3    |
| story |    4    |
| short |    4    |
| thorn |    4    |
| scorn |    3    |
| north |    3    |
| sloth |    4    |
| sport |    5    |
| torch |    3    |
| stony |    4    |
| shorn |    4    |
| corny |    3    |
| cloth |    4    |
| storm |    5    |
| crony |    4    |
| hotly |    4    |
| horny |    4    |
| notch |    4    |
| frost |    2    |
| front |    4    |
| glory |    4    |
| stork |    6    |
| scold |    3    |
| worst |    3    |
| chord |    4    |
| forty |    4    |
| throb |    4    |
| broth |    5    |
| forth |    4    |
| froth |    5    |
| hydro |    3    |
| ghost |    3    |
| porch |    4    |
| synod |    4    |
| lofty |    4    |
| sworn |    5    |
| thong |    4    |
| month |    3    |
| prong |    4    |
| worth |    5    |
| stock |    3    |
| throw |    5    |
| troll |    6    |
| stomp |    5    |
| crown |    5    |
| nobly |    4    |
| roost |    3    |
| torso |    4    |
| world |    4    |
| frond |    4    |
| rocky |    5    |
| botch |    5    |
| scowl |    4    |
| clown |    4    |
| godly |    5    |
| blond |    4    |
| prowl |    5    |
| phony |    4    |
| sword |    4    |
| stool |    6    |
| growl |    4    |
| moldy |    4    |
| morph |    4    |
| drown |    3    |
| color |    4    |
| crowd |    5    |
| snowy |    3    |
| cross |    3    |
| lorry |    5    |
| dowry |    5    |
| shown |    4    |
| shock |    4    |
| grown |    5    |
| rowdy |    6    |
| wrong |    6    |
| wordy |    5    |
| sorry |    4    |
| droll |    4    |
| drool |    5    |
| sooty |    5    |
| troop |    7    |
| showy |    4    |
| brown |    5    |
| colon |    5    |
| sooth |    5    |
| dross |    4    |
| shoot |    4    |
| honor |    5    |
| proxy |    6    |
| frown |    6    |
| frock |    5    |
| motor |    5    |
| slosh |    4    |
| donor |    7    |
| stood |    7    |
| nylon |    5    |
| blown |    4    |
| block |    5    |
| smock |    5    |
| downy |    4    |
| robot |    6    |
| coyly |    5    |
| gross |    5    |
| stoop |    6    |
| flock |    6    |
| flown |    5    |
| smoky |    4    |
| spool |    5    |
| sloop |    5    |
| comfy |    5    |
| floor |    5    |
| moron |    4    |
| holly |    4    |
| toddy |    4    |
| gloss |    4    |
| howdy |    4    |
| boost |    4    |
| dolly |    6    |
| snoop |    4    |
| conch |    4    |
| oddly |    3    |
| spoon |    5    |
| loopy |    5    |
| roomy |    5    |
| photo |    5    |
| polyp |    4    |
| droop |    5    |
| scoop |    4    |
| condo |    4    |
| floss |    4    |
| golly |    6    |
| soggy |    4    |
| crock |    5    |
| crook |    6    |
| booty |    5    |
| knoll |    5    |
| lobby |    5    |
| brood |    6    |
| booth |    6    |
| mossy |    4    |
| fjord |    5    |
| clock |    5    |
| pooch |    4    |
| folly |    6    |
| worry |    5    |
| groom |    5    |
| bossy |    5    |
| scoff |    5    |
| rotor |    6    |
| swoon |    5    |
| blood |    5    |
| proof |    7    |
| lowly |    7    |
| forgo |    3    |
| gloom |    5    |
| flood |    5    |
| broom |    5    |
| wooly |    5    |
| knock |    5    |
| goody |    4    |
| shook |    5    |
| dodgy |    5    |
| bloom |    5    |
| hobby |    5    |
| spoof |    5    |
| moody |    5    |
| bongo |    5    |
| bosom |    4    |
| brook |    6    |
| chock |    4    |
| spook |    6    |
| swoop |    4    |
| jolly |    7    |
| tooth |    5    |
| foggy |    5    |
| dowdy |    5    |
| woody |    6    |
| goofy |    5    |
| whoop |    5    |
| motto |    4    |
| known |    5    |
| poppy |    4    |
| boozy |    6    |
| booby |    7    |
| bobby |    8    |
| woozy |    7    |
| shirt |    3    |
| lyric |    3    |
| strip |    3    |
| print |    3    |
| spilt |    3    |
| split |    4    |
| dirty |    3    |
| third |    4    |
| flirt |    4    |
| first |    2    |
| glint |    3    |
| crisp |    2    |
| girth |    4    |
| sting |    3    |
| twirl |    5    |
| right |    5    |
| girly |    4    |
| skirt |    4    |
| tipsy |    2    |
| wrist |    3    |
| itchy |    3    |
| sling |    4    |
| mirth |    5    |
| swirl |    4    |
| light |    3    |
| flint |    4    |
| trick |    4    |
| shiny |    3    |
| birth |    6    |
| cling |    3    |
| tying |    3    |
| ditch |    4    |
| sight |    3    |
| chirp |    5    |
| stink |    4    |
| lying |    4    |
| night |    3    |
| grind |    3    |
| minty |    4    |
| spiny |    4    |
| pitch |    5    |
| child |    3    |
| slimy |    4    |
| briny |    4    |
| sprig |    4    |
| drift |    3    |
| smith |    4    |
| thing |    4    |
| spicy |    4    |
| pithy |    4    |
| midst |    3    |
| stick |    5    |
| risky |    4    |
| prism |    3    |
| filth |    3    |
| slink |    5    |
| slick |    5    |
| birch |    4    |
| shift |    4    |
| shirk |    4    |
| whirl |    4    |
| crimp |    4    |
| clink |    4    |
| silky |    5    |
| pinch |    3    |
| bring |    4    |
| drink |    4    |
| blind |    4    |
| think |    4    |
| still |    4    |
| stilt |    4    |
| dimly |    4    |
| thick |    6    |
| sixty |    5    |
| grimy |    4    |
| prick |    5    |
| dying |    4    |
| imply |    4    |
| vinyl |    5    |
| gipsy |    3    |
| sixth |    5    |
| smirk |    5    |
| dingy |    4    |
| witch |    6    |
| stint |    5    |
| fling |    4    |
| brisk |    4    |
| might |    3    |
| finch |    4    |
| fishy |    4    |
| wring |    5    |
| brink |    5    |
| frisk |    5    |
| climb |    4    |
| drill |    4    |
| winch |    5    |
| privy |    5    |
| brick |    5    |
| width |    5    |
| fight |    4    |
| silly |    4    |
| filmy |    3    |
| swift |    5    |
| blink |    5    |
| fritz |    3    |
| whiny |    4    |
| swing |    5    |
| spiky |    5    |
| ninth |    5    |
| grill |    5    |
| blitz |    4    |
| wispy |    6    |
| wight |    5    |
| windy |    5    |
| pinky |    4    |
| milky |    4    |
| hitch |    7    |
| icily |    4    |
| flick |    5    |
| picky |    3    |
| blimp |    4    |
| chill |    4    |
| spill |    4    |
| chili |    5    |
| limit |    3    |
| cynic |    3    |
| ditty |    4    |
| hilly |    4    |
| frill |    3    |
| vying |    5    |
| cinch |    6    |
| idyll |    5    |
| dilly |    5    |
| krill |    5    |
| skimp |    5    |
| bliss |    3    |
| stiff |    6    |
| rigid |    4    |
| thigh |    7    |
| tight |    6    |
| whisk |    4    |
| digit |    3    |
| skill |    4    |
| icing |    5    |
| crick |    5    |
| bitty |    5    |
| lipid |    3    |
| twist |    3    |
| swill |    5    |
| visit |    5    |
| cliff |    5    |
| missy |    3    |
| billy |    6    |
| fifty |    6    |
| sniff |    5    |
| timid |    4    |
| wimpy |    4    |
| click |    6    |
| kitty |    6    |
| filly |    4    |
| fifth |    6    |
| hippy |    5    |
| witty |    7    |
| civil |    4    |
| willy |    7    |
| giddy |    4    |
| kinky |    5    |
| piggy |    4    |
| swish |    5    |
| chick |    4    |
| livid |    4    |
| biddy |    5    |
| which |    4    |
| vigil |    5    |
| sissy |    4    |
| skiff |    5    |
| ninny |    6    |
| dizzy |    6    |
| twixt |    4    |
| whiff |    4    |
| minim |    4    |
| mimic |    3    |
| fizzy |    5    |
| jiffy |    6    |
| civic |    4    |
| vivid |    4    |
| crust |    3    |
| truly |    3    |
| rusty |    4    |
| surly |    3    |
| lusty |    3    |
| curly |    3    |
| spurt |    4    |
| lurch |    4    |
| slurp |    4    |
| blurt |    4    |
| shunt |    3    |
| grunt |    3    |
| crush |    4    |
| spurn |    5    |
| burst |    3    |
| churn |    3    |
| burnt |    4    |
| brunt |    4    |
| study |    4    |
| lunch |    3    |
| stung |    3    |
| dusty |    4    |
| syrup |    3    |
| slung |    4    |
| blunt |    3    |
| trunk |    4    |
| scrum |    4    |
| thrum |    3    |
| shrug |    5    |
| gusty |    3    |
| scrub |    5    |
| burly |    4    |
| truck |    5    |
| dutch |    3    |
| musty |    5    |
| plush |    3    |
| clung |    4    |
| trump |    5    |
| shrub |    6    |
| brush |    3    |
| stunk |    4    |
| stuck |    4    |
| slunk |    4    |
| blush |    3    |
| gulch |    3    |
| stump |    5    |
| truss |    4    |
| strut |    6    |
| trust |    5    |
| slump |    5    |
| butch |    4    |
| mulch |    4    |
| pushy |    4    |
| crump |    3    |
| sulky |    4    |
| punch |    3    |
| flush |    4    |
| duchy |    3    |
| snuck |    5    |
| drunk |    4    |
| lucky |    4    |
| mushy |    5    |
| curvy |    4    |
| munch |    4    |
| clump |    5    |
| thump |    4    |
| bushy |    6    |
| rugby |    4    |
| crumb |    4    |
| lumpy |    4    |
| bunch |    5    |
| stunt |    4    |
| truth |    6    |
| wrung |    5    |
| plunk |    4    |
| shuck |    4    |
| flung |    5    |
| pluck |    4    |
| chunk |    6    |
| husky |    7    |
| spunk |    5    |
| uncut |    3    |
| thumb |    5    |
| hunky |    4    |
| murky |    5    |
| dusky |    5    |
| nutty |    4    |
| curry |    5    |
| sully |    5    |
| chump |    4    |
| swung |    5    |
| usurp |    5    |
| slush |    5    |
| pudgy |    4    |
| flunk |    5    |
| hutch |    5    |
| sunny |    5    |
| hurry |    6    |
| dumpy |    4    |
| musky |    6    |
| plumb |    5    |
| bulky |    4    |
| blurb |    4    |
| ruddy |    5    |
| lupus |    4    |
| mucky |    4    |
| putty |    4    |
| hussy |    3    |
| hunch |    6    |
| dully |    5    |
| funky |    4    |
| pulpy |    6    |
| stuff |    6    |
| gully |    4    |
| furry |    7    |
| skulk |    5    |
| skull |    6    |
| mucus |    4    |
| snuff |    5    |
| bully |    5    |
| cluck |    5    |
| skunk |    6    |
| humus |    5    |
| fully |    6    |
| bunny |    5    |
| plump |    6    |
| fussy |    4    |
| funny |    5    |
| gruff |    3    |
| muddy |    5    |
| dummy |    5    |
| guppy |    4    |
| jumpy |    5    |
| buddy |    6    |
| chuck |    5    |
| humph |    4    |
| bluff |    5    |
| gummy |    5    |
| buggy |    6    |
| puffy |    6    |
| shush |    4    |
| fluff |    6    |
| puppy |    5    |
| fuzzy |    5    |
| mummy |    6    |
| crypt |    3    |
| lynch |    3    |
| tryst |    4    |
| glyph |    3    |
| lymph |    4    |
| dryly |    3    |
| nymph |    3    |
| shyly |    3    |
| wryly |    4    |
| myrrh |    4    |
| gypsy |    3    |
| slyly |    4    |
| pygmy |    3    |
+-------+---------+
